squirrel_id,trapping_id,year,vial_number,poop_id,poop_time,comments
10342,103441,2011,1,C1585,942,Neck looks fine once collar removed
11527,103738,2011,1,C1588,1010,NA
12844,103846,2011,1,C1589,955,NA
11720,103384,2011,1,C1590,1039,NA
11803,104000,2011,1,C1592,954,NA
12502,103909,2011,1,C1595,1020,NA
11985,103374,2011,1,C1597,1130,Flaky furry LD scabby raw neck with puss
11695,103905,2011,1,C1598,950,NA
12008,103391,2011,1,C1599,1119,Rattled slightly off midden; left and right triangular notches on ears; rattle location approximate because it's almost off-grid
13677,103788,2011,1,C1600,1104,NA
12945,103787,2011,1,C1602,1016,possibly juv of R5. 545/544
12006,103800,2011,1,C1605,1013,NA
12442,103667,2011,1,C1606,1200,NA
10918,103534,2011,1,C1607,1011,NA
12009,103528,2011,1,C1608,946,Ate old open cone while in trap; couldn't find nipples
11725,103532,2011,1,C1612,928,NA
11971,103545,2011,1,C1613,1033,NA
12846,104224,2011,1,C1614,945,Released.
10818,103389,2011,1,C1615,1227,purple ibutton
12368,103845,2011,1,C1616,926,NA
11256,103443,2011,1,C1618,925,NA
12633,103765,2011,1,C1619,947,NA
11351,104063,2011,1,C1621,1055,NA
12513,103759,2011,1,C1622,1110,NA
11036,103383,2011,1,C1624,1019,NA
10640,103855,2011,1,C1624,1115,LARGE DARK NIPPLES
12832,104078,2011,1,C1625,1157,NA
11049,103842,2011,1,C1626,1013,NA
10908,103703,2011,1,C1627,1115,NA
10321,103436,2011,1,C1628,1123,NA
11966,103889,2011,1,C1632,1102,NA
10933,104081,2011,1,C1633,1130,NA
11812,103987,2011,1,C1634,1019,NA
12059,103479,2011,1,C1636,1125,NA
11486,103468,2011,1,C1637,1038,NA
11803,103623,2011,1,C1638,1058,NA
12048,103763,2011,1,C1641,1020,NA
11029,103477,2011,1,C1647,1019,NA
12538,103689,2011,1,C1648,934,NA
12824,103854,2011,1,C1652,1112,NA
11527,104064,2011,1,C1659,935,NA
11057,103360,2011,1,C1660,1130,NA
12700,103626,2011,1,C1661,1041,NA
12060,103439,2011,1,C1662,952,NA
12312,103844,2011,1,C1663,941,NA
19826,103663,2011,1,C1665,1027,NA
12946,103737,2011,1,C1666,935,possibly juv of R5. 545/544
10942,104082,2011,1,C1668,1102,NA
11057,103792,2011,1,C1669,1027,NA
11306,103429,2011,1,C1670,1145,NA
11049,103621,2011,1,C1671,1027,NA
11593,103438,2011,1,C1673,1112,NA
12460,103490,2011,1,C1676,1006,NA
11800,103414,2011,1,C1677,959,NA
11049,103995,2011,1,C1679,921,NA
10326,103790,2011,1,C1681,1007,"Rattled at o.6, 19.1 after taking off once released."
11376,104123,2011,1,C1682,1005,NA
11816,104002,2011,1,C1684,842,NA
12294,103472,2011,1,C1685,1055,Neck fur all grown back
12669,103734,2011,1,C1688,1043,NA
10321,103885,2011,1,C1690,1051,NA
12423,104259,2011,1,C1692,1107,NA
11343,103444,2011,1,C1693,1208,NA
10375,103442,2011,1,C1698,957,Neck fur still worn from previous collar.
11623,103558,2011,1,C1699,1149,NA
11572,104178,2011,1,C1704,904,Collar bad  4
11256,103631,2011,1,C1706,1109,NA
12706,104314,2011,1,C1711,955,NA
12636,104088,2011,1,C1713,1010,NA
12493,103890,2011,1,C1714,903,NA
12297,103549,2011,1,C1716,1014,NA
11343,103556,2011,1,C1718,1031,"Neck has scab where no shrinkwrap, but otherwise it's fine"
12053,103907,2011,1,C1720,1145,NA
12372,103707,2011,1,C1721,1130,NA
11344,103483,2011,1,C1722,1102,Rattled off-midden
10919,103568,2011,1,C1723,1030,NA
11970,103469,2011,1,C1725,1014,deep Holes/wounds btw ears scabbing over
12844,103693,2011,1,C1726,1009,Trapped on new midden. Left ear had a single notch.
10872,103554,2011,1,C1728,1036,NA
12668,103733,2011,1,C1729,1008,NA
11985,104181,2011,1,C1730,920,NA
10526,103553,2011,1,C1733,1022,NA
11386,103888,2011,1,C1734,924,NA
11306,103691,2011,1,C1736,909,NA
11678,103743,2011,1,C1737,1100,NA
11972,103783,2011,1,C1738,1006,NA
11876,103731,2011,1,C1739,1018,NA
12538,103550,2011,1,C1742,943,NA
11697,103665,2011,1,C1744,1110,flacky nipples
13672,103958,2011,1,C1745,1150,DARK NIPPLES FLACKY POSSIBLY LL
12295,103732,2011,1,C1747,1110,NA
11527,104909,2011,1,C1750,920,NA
10937,104907,2011,1,C1755,1024,No neck scabbing or irritation
13082,106933,2011,1,C1761,1109,NA
11225,105269,2011,1,C1766,1025,Nipples pink at base
12702,106733,2011,1,C1774,836,NA
11978,105095,2011,1,C1776,921,NA
12014,104995,2011,1,C1782,1213,Rattled off-midden; took DNA samples
10937,105704,2011,1,C1783,1051,NA
11863,106727,2011,1,C1786,939,NA
10331,105702,2011,1,C1788,1102,NA
12695,106499,2011,1,C1791,833,NA
12844,106500,2011,1,C1801,951,NA
11896,104776,2011,1,C1804,959,Barely lac
10818,104994,2011,1,C1805,1144,Nipples were still fleshy but I couldn't get milk
10587,104856,2011,1,C1807,1155,NA
11057,104694,2011,1,C1809,1029,NA
12846,106734,2011,1,C1810,920,Chase by -/Y!
12469,104708,2011,1,C1817,1020,NA
11537,104774,2011,1,C1823,947,Not sure about P1
12329,104663,2011,1,C1826,1020,flacky nipples
10422,104617,2011,1,C1829,945,NA
11449,105765,2011,1,C1832,1016,NA
12429,104779,2011,1,C1836,1122,NA
10351,104906,2011,1,C1837,951,NA
11449,104908,2011,1,C1843,1010,NA
11041,104578,2011,1,C1845,1009,NA
11895,104775,2011,1,C1848,1012,NA
12045,105102,2011,1,C1852,1120,NA
11660,104910,2011,1,C1854,937,NA
11036,104649,2011,1,C1862,1019,Released.
10201,104835,2011,1,C1863,1008,NA
11049,106496,2011,1,C1864,1001,NA
11402,104724,2011,1,C1867,1123,NA
11664,104704,2011,1,C1868,1040,NA
13200,105693,2011,1,C1869,1117,NA
12060,104850,2011,1,C1870,941,NA
11377,104619,2011,1,C1871,923,NA
11239,104843,2011,1,C1873,819,NA
10482,104817,2011,1,C1874,1045,NA
11848,104727,2011,1,C1875,1107,NA
12060,104728,2011,1,C1876,1026,NA
12049,104977,2011,1,C1878,905,NA
11611,106497,2011,1,C1883,906,Secondary midden.
12053,104662,2011,1,C1886,1110,NA
10640,104919,2011,1,C1890,1035,NA
11873,104765,2011,1,C1891,918,NA
11895,105678,2011,1,C1896,1120,NA
11351,104695,2011,1,C1898,1009,NA
11693,104924,2011,1,C1901,1100,NA
11978,105993,2011,1,C1902,1022,2-P/P
12463,104927,2011,1,C1911,1040,NA
11863,104849,2011,1,C1913,858,NA
11720,104651,2011,1,C1915,1012,NA
12063,104901,2011,1,C1916,1009,NA
11306,104650,2011,1,C1917,936,NA
10910,105894,2011,1,C1919,936,1. Mark Recapture.
11816,104764,2011,1,C1921,837,NA
10348,104975,2011,1,C1923,1030,NA
12372,104861,2011,1,C1926,1125,NA
11537,105676,2011,1,C1931,1100,NA
13030,104823,2011,1,C1933,1100,FOUND NEAR THE 00 MIDDEN. Probably a child of -/P
12345,104860,2011,1,C1936,1025,NA
12059,104766,2011,1,C1938,952,NA
11794,104696,2011,1,C1942,945,NA
11352,104845,2011,1,C1946,914,NA
12664,104736,2011,1,C1948,1143,Not confident of reproductive status; small nipples but couldn't find them to check colour
12700,104583,2011,1,C1950,929,NA
11968,104897,2011,1,C1951,1000,NA
12022,104996,2011,1,C1954,1159,NA
10508,104701,2011,1,C1958,1000,NA
12357,104582,2011,1,C1963,936,NA
13040,104666,2011,1,C1964,1040,NA
12885,104838,2011,1,C1965,930,NA
11645,104858,2011,1,C1967,1110,NA
12064,104902,2011,1,C1968,923,NA
11818,104812,2011,1,C1969,843,NA
12539,105874,2011,1,C1971,916,1-Y!/Y!
11973,104899,2011,1,C1972,915,NA
11036,104842,2011,1,C1974,925,NA
12060,104697,2011,1,C1979,957,Released.
10937,104648,2011,1,C1983,1056,NA
12037,104581,2011,1,C1986,959,NA
11486,106451,2011,1,C1987,1021,Y/G
12054,104926,2011,1,C1989,1130,NA
11306,104763,2011,1,C1992,841,NA
10694,106552,2011,1,C1995,953,P/O
12639,104620,2011,1,C1996,1001,Possible new primary?
11800,104652,2011,1,C1997,957,NA
11049,104693,2011,1,C1999,936,NA
11775,106881,2011,1,C2024,923,NA
11344,106878,2011,1,C2025,1016,NA
11256,106915,2011,1,C2037,927,NA
11812,106827,2011,1,C2051,1636,R!/Y!
12305,106924,2011,1,C2053,947,NA
10331,106837,2011,1,C2055,1653,NA
13048,106896,2011,1,C2064,906,NA
12422,106925,2011,1,C2066,937,NA
12933,106894,2011,1,C2071,1051,NA
13676,106836,2011,1,C2088,1453,B/B
11800,106847,2011,1,C2097,1512,NA
12709,106614,2011,1,C2103,1534,B*/B*
10190,106758,2011,1,C2107,1100,NA
10686,106912,2011,1,C2112,1027,NA
12375,106613,2011,1,C2113,1617,Y/R
11972,106610,2011,1,C2115,1032,O!/R!
12018,106920,2011,1,C2124,1014,NA
11622,106880,2011,1,C2129,1020,NA
11111,106514,2011,1,C2143,1150,NA
12843,106709,2011,1,C2144,851,B*/Y*
12303,106923,2011,1,C2149,1002,NA
11239,106843,2011,1,C2151,1603,NA
11841,106916,2011,1,C2154,923,NA
11453,106845,2011,1,C2159,1526,NA
12876,106893,2011,1,C2160,936,NA
11968,106699,2011,1,C2168,1032,Y!/G!
11386,106844,2011,1,C2170,1647,NA
12620,106887,2011,1,C2177,1230,NA
11870,106643,2011,1,C2179,1140,NA
13160,106834,2011,1,C2180,1644,B/R*
12423,106926,2011,1,C2186,856,NA
12341,106765,2011,1,C2192,1210,NA
11664,106642,2011,1,C2194,1120,NA
12883,106830,2011,1,C2196,1522,P!/P!
11967,105991,2011,1,C2198,1137,3-B!/Y!
12063,106706,2011,1,C2204,1012,R!/R!
12953,106832,2011,1,C2215,1605,W/B
11589,106567,2011,1,C2221,947,NA
12295,106612,2011,1,C2222,1606,O!/O!
12461,106766,2011,1,C2228,1030,NA
12394,106708,2011,1,C2229,1020,O/G
11077,105866,2011,1,C2232,1027,2-O!/G!
12061,106705,2011,1,C2241,959,Bk!/Bk!
13213,106622,2011,1,C2248,952,NA
11036,106842,2011,1,C2249,1610,NA
10342,106737,2011,1,C2314,1601,NA
11993,106704,2011,1,C2320,1054,P/Bk
10059,105864,2011,1,C2325,944,1-P!/Y!
13199,106621,2011,1,C2327,918,R/Y
12947,106491,2011,1,C2331,930,G!/Y!
12006,106918,2011,1,C2342,1045,NA
11012,106019,2011,1,C2343,1023,"mark recapture, round 2,10:21"
12825,106891,2011,1,C2346,1158,NA
13195,106008,2011,1,C2349,1039,2
12294,105996,2011,1,C2351,1005,2-R/R
12625,106928,2011,1,C2363,1058,NA
13163,106710,2011,1,C2364,1044,R!/P!
13032,105652,2011,1,C2366,1120,NA
11173,106553,2011,1,C2383,1042,R/B
11970,106452,2011,1,C2384,838,B/Y
10587,105742,2011,1,C2385,1130,NA
10711,106607,2011,1,C2387,1544,R/G
12482,106767,2011,1,C2390,1140,NA
10375,106738,2011,1,C2395,1444,NA
10375,105096,2011,1,C2398,1022,NA
13192,106454,2011,1,C2400,1135,NA
13174,106492,2011,1,C2401,859,Y/Y*
11957,105098,2011,1,C2402,1154,NA
11818,106849,2011,1,C2406,1506,NA
10475,105710,2011,1,C2409,1052,NA
11814,106848,2011,1,C2410,1704,NA
12417,105732,2011,1,C2413,1040,NA
11619,105714,2011,1,C2414,1126,NA
11014,106841,2011,1,C2415,1711,NA
13672,105002,2011,1,C2419,1025,NA
12827,105681,2011,1,C2424,1144,NA
10060,104969,2011,1,C2425,1104,NA
10182,105770,2011,1,C2426,1100,NA
12313,104998,2011,1,C2432,1005,NA
12360,105731,2011,1,C2433,950,NA
10059,104968,2011,1,C2436,931,NA
12884,106831,2011,1,C2443,1544,G!/G!
13162,104992,2011,1,C2500,950,NA
13222,106711,2011,1,C2506,945,NA
11970,104955,2011,1,C2507,909,NA
12310,106850,2011,1,C2510,1623,NA
11991,106703,2011,1,C2512,915,O/W
11486,104970,2011,1,C2513,918,NA
11971,106700,2011,1,C2514,930,G!/R!
10818,105707,2011,1,C2519,1129,Rattled on edge of midden
12022,105708,2011,1,C2528,1139,Rattled off-midden
12657,106929,2011,1,C2531,1041,NA
12912,106471,2011,1,C2532,1018,NA
13178,105882,2011,1,C2536,1102,round 3-11:30
11990,105995,2011,1,C2538,1221,Check 3
12326,104999,2011,1,C2542,1040,NA
11996,106528,2011,1,C2544,1019,NA
13197,105884,2011,1,C2548,930,NA
12625,105741,2011,1,C2549,918,NA
12703,106930,2011,1,C2551,1015,NA
13196,106009,2011,1,C2552,910,1
12705,106889,2011,1,C2555,1055,NA
10937,106840,2011,1,C2560,1518,NA
11876,106554,2011,1,C2561,1019,Y/W
13039,106895,2011,1,C2567,1038,NA
11572,105867,2011,1,C2574,859,1
13194,106007,2011,1,C2574,1108,2
12020,106921,2011,1,C2575,1022,NA
11625,105677,2011,1,C2582,1206,NA
12052,106645,2011,1,C2585,1010,NA
11987,106702,2011,1,C2587,900,R/Bk
12942,106557,2011,1,C2589,1118,R*/Bk
12359,106516,2011,1,C2590,930,Flacky nipples
10374,105739,2011,1,C2591,904,Set off-midden
11729,101463,2011,1,C6450,1251,NA
10374,106911,2011,1,C7089,1056,NA
10711,102895,2011,1,CO509,1000,NA
11585,104194,2011,1,F1696,1025,NA
11049,101061,2011,1,F1727,1313,NA
12052,101912,2011,1,F7316,NA,Forgot to weigh squirrel
11191,86813,2009,1,A0013,1230,NA
10168,86902,2009,1,A0024,1445,NA
11191,87094,2009,1,A0070,1252,NA
11191,87798,2009,1,A0078,1130,NA
10636,87638,2009,1,A0090,1145,NA
10429,86821,2009,1,A0116,1321,NA
10270,87775,2009,1,A0120,1210,NA
10666,88458,2009,1,A0139,1054,NA
10666,87726,2009,1,A0161,1052,NA
13678,87136,2009,1,A0177,1142,NA
11191,86874,2009,1,A0236,1355,NA
11191,87547,2009,1,A0265,1305,NA
10666,87365,2009,1,A0269,1305,NA
11211,87250,2009,1,A0318,1020,NA
11191,87180,2009,1,A0337,1219,NA
11211,87738,2009,1,A0389,1140,NA
10168,87334,2009,1,A0404,1230,NA
10270,87302,2009,1,A0414,1205,NA
10586,87424,2009,1,A0445,1019,NA
10362,87478,2009,1,A0463,1215,NA
13678,87596,2009,1,A0494,1300,NA
10270,89435,2009,1,A0514,936,NA
10362,89890,2009,1,A0540,1024,HT 25; fed in tree
10362,87983,2009,1,A0564,1057,NA
10666,89876,2009,1,A0577,921,NA
10362,90669,2009,1,A0583,945,HT 17; trap again in 3 days to check again for milk.
10362,88969,2009,1,A0585,1130,NA
11210,89537,2009,1,A0640,NA,NA
10666,89192,2009,1,A0657,932,NA
13678,88443,2009,1,A0673,1106,NA
10362,89597,2009,1,A0683,1009,NA
10818,88706,2009,1,A0686,1015,HT 15;
11211,87997,2009,1,A0693,1030,NA
11210,87996,2009,1,A0718,1010,NA
10362,90456,2009,1,A0724,922,HT 10
10636,89920,2009,1,A0737,900,NA
10270,87943,2009,1,A0739,1140,NA
10270,88898,2009,1,A0758,901,NA
11191,89137,2009,1,A0765,1005,NA
10362,88736,2009,1,A0803,946,Recaputre soon replace TAGRT and see if she's actually P2.
10636,88504,2009,1,A0807,1123,NA
10130,88278,2009,1,A0816,1033,NA
10636,89183,2009,1,A0825,915,NA
11442,91765,2009,1,A0885,1115,HT 8. Left notch.
11210,88426,2009,1,A0902,913,NA
10520,91729,2009,1,A0913,903,Released
10666,91286,2009,1,A1007,950,Released by broken bag
10818,90654,2009,1,A1055,952,HT 16
10362,91162,2009,1,A1066,1145,HT=15; OFT=8
10270,90625,2009,1,A1096,901,NA
10501,91465,2009,1,A1135,915,HT 14
10130,91186,2009,1,A1137,1005,HT 5
10526,90854,2009,1,A1157,953,NA
10522,90415,2009,1,A1174,1051,NA
10270,90142,2009,1,A1182,920,HT 11;
10270,90020,2009,1,A1221,845,HT 18; OFT 4; possibly p1
10586,91204,2009,1,A1258,915,HT 0; not on midden
11210,91418,2009,1,A1268,847,HT: 10s
10818,91518,2009,1,A1279,2046,"FMRI 2046; HT 13; Neck hair loss, mites?"
10270,91612,2009,1,A1283,938,HT: 15s
10362,91484,2009,1,A1289,852,HT 11
10869,91682,2009,1,A1327,915,HT 0
10270,91409,2009,1,A1365,951,HT: 13s
11210,92059,2009,1,A1403,1020,HT: 10s
11272,92395,2009,1,A1543,1103,HT 1
11183,92282,2009,1,A1547,1940,NA
11143,92369,2009,1,A1577,2044,0 s HT
10960,91872,2009,1,A1592,929,Ht: 1s
10362,91810,2009,1,A1606,1037,HT 15. Nips still crusty.
10666,91824,2009,1,A1636,1008,HT=1
10362,92023,2009,1,A1682,1201,NOTE: right tag is recent rip; decided not to retag because ears had already been retagged once this year and the ear needs time to heal.
10260,92038,2009,1,A1745,914,HT: 15s
10818,92707,2009,1,A1970,947,HT 16
10520,100981,2011,1,B1724,1116,NA
11965,102263,2011,1,B3481,1200,NA
11459,102144,2011,1,B3525,1231,NA
12625,102226,2011,1,B3537,1200,NA
11862,101668,2011,1,B3651,1157,NA
10869,100901,2011,1,B3755,1458,Right tag was infected so we removed it; No ST done.
10046,101337,2011,1,B3855,1130,NA
11973,106701,2011,1,B3861,908,O!/Y!
11480,100958,2011,1,B3897,1109,no poop
10046,100788,2011,1,B3905,1152,left ear tag was ripped
11489,101067,2011,1,B3909,1304,NA
13101,100927,2011,1,B3914,1220,NA
11797,100860,2011,1,B3940,1229,NA
12461,103393,2011,1,B3978,1028,NA
10520,101128,2011,1,B4017,1605,NA
12628,100929,2011,1,B4037,1211,"Right tag was ripped, but can't find record in 2010 tag history."
11272,104457,2011,1,B4158,1120,NA
12625,101683,2011,1,C0070,1214,NA
12318,101801,2011,1,C0122,1253,NA
11459,101665,2011,1,C0163,1229,NA
11489,101677,2011,1,C0170,1238,NA
12628,104735,2011,1,C0217,1210,NA
11862,102146,2011,1,C0245,1047,NA
12625,104479,2011,1,C0246,1005,Couldn't find nipples
10520,103209,2011,1,C0308,856,NA
12018,101182,2011,1,C0388,1440,"Possible notch on right ear; struggled a lot when I was working with him, even though HT was 0"
10273,101131,2011,1,C0410,1543,NA
11489,103366,2011,1,C0457,1208,No fur loss on neck from collar; W ibutton
11862,101464,2011,1,C0486,1317,NA
10046,101547,2011,1,C0494,1338,NA
13101,102675,2011,1,C0507,1248,NA
11609,101333,2011,1,C0510,1421,"tag cut b/c ear infection (tag too tight), will need to retag"
10520,102445,2011,1,C0559,1101,NA
11272,102806,2011,1,C0573,1138,Old colours not recorded in notebook but I'm assuming new colours are same as old colours.
11489,104587,2011,1,C0621,1100,NA
12326,102540,2011,1,C0629,1140,NA
12318,104302,2011,1,C0633,947,NA
12551,102458,2011,1,C0642,1205,NA
13678,102508,2011,1,C0645,1139,NA
10520,101329,2011,1,C0730,1250,NA
11862,102515,2011,1,C0738,938,NA
12551,102714,2011,1,C0758,1155,NA
10520,103057,2011,1,C0775,1011,NA
11862,102338,2011,1,C0778,1247,NA
11778,102670,2011,1,C0797,1142,NA
12701,102598,2011,1,C0829,1255,NA
13101,102460,2011,1,C0844,1028,NA
11489,104190,2011,1,C0857,935,Neck fine; ibutton on the collar
12018,102683,2011,1,C0908,1040,NA
11489,104256,2011,1,C0971,735,Injected with DLW. Blood and plasma sample collected
10520,102794,2011,1,C0976,959,NA
12628,104372,2011,1,C1209,1057,Right tag infected so it was removed
12625,103036,2011,1,C1264,1030,NA
12625,103228,2011,1,C1272,1055,"Small nipples, couldn't find them to check colour"
11489,103142,2011,1,C1331,1009,Green ibutton. R off midden
10520,104510,2011,1,C1340,910,NA
11489,103798,2011,1,C1357,951,Bk ibutton
13101,103219,2011,1,C1386,1008,NA
12628,103951,2011,1,C1412,839,injected with DLW for FMR
11489,104349,2011,1,C1434,840,blood sample collected for FMR
11489,103004,2011,1,C1496,1005,Forgot to check nipples
12462,103538,2011,1,C1504,938,NA
12625,103700,2011,1,C1530,1032,Couldn't find nipples
13045,103863,2011,1,C1538,1030,FORGOT WEIGHT
12628,103566,2011,1,C1586,1202,R ibutton
10520,103745,2011,1,C1610,845,NA
11965,103416,2011,1,C1644,1021,NA
12628,104137,2011,1,C1657,913,Final blood sample collected for FMR.
12318,103794,2011,1,C1665,953,"Rattled at I.6, 18.6 after taking off once released."
10995,103657,2011,1,C1687,958,Set off-midden
11272,103796,2011,1,C1705,1104,Caught and rattled slightly off midden
12845,104223,2011,1,C1709,933,NA
11965,104066,2011,1,C1727,1014,NA
12551,104068,2011,1,C1741,1022,NA
11459,106720,2011,1,C1757,905,NA
11778,106498,2011,1,C1762,929,NA
11609,104725,2011,1,C1793,1118,NA
10520,105703,2011,1,C1838,1117,NA
11459,104846,2011,1,C1912,840,NA
10233,104761,2011,1,C1930,942,NA
11965,104653,2011,1,C1934,1107,NA
11272,106877,2011,1,C2019,1005,NA
12318,106852,2011,1,C2153,1550,NA
12668,106556,2011,1,C2502,1030,B/R
11489,105695,2011,1,C2516,1156,Wrote F8886 in palm but this doesn't match up with any other capture
13188,106776,2011,1,C2523,1155,NA
11192,87024,2009,1,A0001,1128,NA
8742,87667,2009,1,A0011,1102,probably same female as F1132/-
13193,86742,2009,1,A0075,1230,NA
10713,86866,2009,1,A0086,1248,NA
8746,87030,2009,1,A0091,1320,NA
10929,86877,2009,1,A0100,1303,NA
8735,86781,2009,1,A0122,1445,NA
10937,86873,2009,1,A0146,1210,NA
8813,86900,2009,1,A0155,1530,NA
10587,86721,2009,1,A0163,1230,NA
10713,87795,2009,1,A0186,1158,NA
10937,87044,2009,1,A0189,1130,NA
13193,86956,2009,1,A0191,1130,NA
10791,87728,2009,1,A0211,1041,NA
8746,86746,2009,1,A0222,1256,NA
11584,87729,2009,1,A0223,1421,NA
10713,87387,2009,1,A0224,1142,NA
10937,86738,2009,1,A0229,1300,NA
11192,87656,2009,1,A0254,1109,NA
8735,87062,2009,1,A0273,1023,Escaped
10573,87309,2009,1,A0336,1231,LR notches on her ears
10587,86960,2009,1,A0345,1200,NA
11192,87385,2009,1,A0353,1042,NA
8776,87488,2009,1,A0357,1241,NA
8741,87029,2009,1,A0375,1141,NA
10929,87679,2009,1,A0383,1205,"possibly read right tag in field wrong, I read J2527"
13193,87220,2009,1,A0400,1056,NA
8735,87193,2009,1,A0412,1350,NA
8746,87598,2009,1,A0417,1231,NA
10937,87709,2009,1,A0459,1140,NA
8735,87562,2009,1,A0480,1352,NA
10929,87867,2009,1,A0485,1155,"Left ear infected, removed ear tag"
10711,87840,2009,1,A0487,1247,NA
11978,88679,2009,1,A0552,1100,NA
10929,89086,2009,1,A0632,935,NA
10929,89042,2009,1,A0633,1103,Escaped. -/G I think
11045,87910,2009,1,A0668,1200,NA
8813,87907,2009,1,A0691,1245,NA
10711,89002,2009,1,A0699,1000,NA
10713,89173,2009,1,A0721,1101,NA
10713,88678,2009,1,A0733,1146,NA
10929,90617,2009,1,A0759,1107,NA
13193,89550,2009,1,A0776,935,NA
8776,88553,2009,1,A0847,952,NA
8776,90133,2009,1,A0860,901,HT 24; OFT 0
10929,92327,2009,1,A1048,901,NA
8776,91166,2009,1,A1140,1019,NA
8776,91608,2009,1,A1144,1117,HT: 10s
10937,91741,2009,1,A1148,1009,No weight
13193,89996,2009,1,A1156,950,NA
10713,89952,2009,1,A1234,950,NA
8813,90836,2009,1,A1241,1047,HT: 23s
10937,89993,2009,1,A1245,1005,HT: 19 seconds
10929,91210,2009,1,A1259,1010,HT 30
13203,91701,2009,1,A1295,1200,NA
12948,92372,2009,1,A1540,2052,24 s HT
10786,92871,2009,1,A1767,1015,HT: 4 s
13203,92693,2009,1,A1822,2057,9 s HT
12360,101216,2011,1,B1703,1410,NA
13043,101918,2011,1,B1749,1208,NA
12062,101129,2011,1,B3515,1427,infected ear so cut tag; L side of head bald from disk?
12360,101623,2011,1,B3662,1024,NA
13212,100889,2011,1,B3778,1345,NA
13203,104453,2011,1,B3784,1053,Poop collected without poop cup. Kept in trapping vest pocket until lunch.
8760,101896,2011,1,B3811,1207,Set off-midden
13431,101090,2011,1,B3820,1450,NA
12827,103012,2011,1,B3903,833,NA
11940,103666,2011,1,B3910,1030,NA
12827,102910,2011,1,B3923,1028,NA
13206,100963,2011,1,B4023,1308,NA
12360,103706,2011,1,B4076,1040,Tag removed because ear infected
12827,100834,2011,1,B4086,1333,Very big P1
13206,102052,2011,1,C0035,1049,NA
13427,104307,2011,1,C0049,1004,NA
12337,104320,2011,1,C0197,1045,NA
13163,102326,2011,1,C0221,1133,NA
13033,102353,2011,1,C0225,1404,NA
12860,101608,2011,1,C0255,1336,NA
13033,101220,2011,1,C0260,1350,NA
13431,101336,2011,1,C0264,1140,NA
11978,101083,2011,1,C0268,1516,NA
13203,101997,2011,1,C0270,1245,NA
12860,101388,2011,1,C0284,1300,poop out of freezer for 4 HRS
10236,101327,2011,1,C0431,1334,NA
13033,101433,2011,1,C0441,1231,NA
11978,102040,2011,1,C0456,1344,she broke off L 2nd finger
8764,103789,2011,1,C0500,1119,NA
19255,102600,2011,1,C0575,1148,NA
11978,102505,2011,1,C0598,1326,Fur rubbed off neck
13429,102526,2011,1,C0604,1021,NA
12060,104221,2011,1,C0656,1020,NA
12860,102393,2011,1,C0697,1109,NA
13203,102718,2011,1,C0708,1140,NA
13193,102936,2011,1,C0715,1049,NA
12827,105482,2011,1,C0740,2304,RMR completed at 2300hr
8762,102509,2011,1,C0742,1025,NA
8764,103099,2011,1,C0886,1035,NA
13039,102817,2011,1,C0893,1022,NA
12202,104312,2011,1,C0938,1110,NA
13431,102940,2011,1,C0948,1107,NA
19255,103221,2011,1,C0996,1101,NA
12360,104377,2011,1,C1237,1012,NOT RETAG CAUSE EAR STILL BADLY WOUNDED
19255,104308,2011,1,C1308,958,NA
12202,102945,2011,1,C1405,1114,Left tag was ripped out
13203,103220,2011,1,C1424,1015,NA
11978,103249,2011,1,C1495,1154,weird scabs  on back neck still healing
11937,104859,2011,1,C1501,1140,NA
13193,103941,2011,1,C1521,1018,NA
12190,104134,2011,1,C1524,1147,"Large R notch, possible L notch"
11464,103450,2011,1,C1527,1122,NA
8762,103841,2011,1,C1556,1135,NA
11800,104065,2011,1,C1558,1107,NA
12933,104079,2011,1,C1559,818,NA
12933,103954,2011,1,C1566,1018,NA
11978,103546,2011,1,C1570,906,"ear badly infected and ripped, tag removed"
11937,103860,2011,1,C1571,951,NA
13431,103527,2011,1,C1593,1113,NA
13193,103752,2011,1,C1664,1046,NA
13212,104126,2011,1,C1675,908,NA
12202,103529,2011,1,C1703,1045,Neck was fine - no fur wear from collar
13033,103862,2011,1,C1712,1020,NA
12112,104913,2011,1,C1759,912,"Left ear appeared ripped and right ear unharmed. Treated as a uts, but is likely H0046/- male."
12112,105769,2011,1,C1822,1039,NA
13429,104916,2011,1,C1846,1002,NA
19255,104852,2011,1,C1851,932,NA
13203,105706,2011,1,C1857,1132,NA
13427,104698,2011,1,C1892,1000,NA
12202,104777,2011,1,C1922,1140,NA
13193,104621,2011,1,C1928,937,NA
8764,105701,2011,1,C1944,1037,NA
13203,106735,2011,1,C1985,856,NA
13185,106934,2011,1,C2074,916,NA
10046,106909,2011,1,C2101,1036,NA
10047,106910,2011,1,C2216,939,NA
12190,106922,2011,1,C2312,1006,NA
12137,106856,2011,1,C2517,1150,possible L notch
13203,100888,2011,1,D4278,1140,NA
10722,87557,2009,1,A0493,1115,NA
13667,92027,2009,1,A0643,954,HT 10
10657,89672,2009,1,A0861,1045,NA
10160,90123,2009,1,A1069,924,NA
10517,91599,2009,1,A1116,1225,HT 22
10905,91685,2009,1,A1273,1037,Released
10405,91363,2009,1,A1343,1025,HT=8; OFT=1
10405,91849,2009,1,A1611,900,HT 3
10657,91851,2009,1,A1735,1052,HT 15
